running ID,Niskin_Id,grouping_col,Event,Latitude,Longitude,Bottle,Date,Potemp090C,Potemp190C,PrDM,DepSM,T090C,T190C,Sal00,Sal11,Sbeox0_umol/L,Sbeox1_umol/L,FlECO-AFL,Spalte1,Depth_(m),Fix_Temp_C,C(O2)_umol/L,Flag,Fix_Temp_C_dup,C(O2)_umol/L_dup,Flag_dup,NO3+NO2_mean,QF,NO3+NO2_std,QF.1,NO3+NO2_CF,QF.2,NO3+NO2_c_mean,QF.3,NO3+NO2_c_std,QF.4,NO2_mean,QF.5,NO2_std,QF.6,NO2_CF,QF.7,NO2_c_mean,QF.8,NO2_c_std,QF.9,Si(OH)4_mean,QF.10,Si(OH)4_std,QF.11,Si(OH)4_CF,QF.12,Si(OH)4_c_mean,QF.13,Si(OH)4_c_std,QF.14,PO4_mean,QF.15,PO4_std,QF.16,PO4_CF,QF.17,PO4_c_mean,QF.18,PO4_c_std,QF.19,NH4_mean,QF.20,NH4_std,QF.21,NH4_CF,QF.22,NH4_c_mean,QF.23,NH4_c_std,QF.24,TDN_mean,QF.25,TDN_std,QF.26,TDN_CF,QF.27,TDN_c_mean,QF.28,TDN_c_std,QF.29,TDP_mean,QF.30,TDP_std,QF.31,TDP_CF,QF.32,TDP_c_mean,QF.33,TDP_c_std,QF.34,Density_at_lab_temp,Density_Anomaly_at_lab_temp,Density_at_fix_temp,NO3+NO2_c_mean_umolkg,NO3+NO2_c_std_umolkg,NO2_c_mean_umolkg,NO2_c_std_umolkg,Si(OH)4_c_mean_umolkg,Si(OH)4_c_std_umolkg,PO4_c_mean_umolkg,PO4_c_std_umolkg,NH4_c_mean_umolkg,NH4_c_std_umolkg,TDN_c_mean_umolkg,TDN_c_std_umolkg,TDP_c_mean_umolkg,TDP_c_std_umolkg,C(O2)_umol/L_umolkg
486,PS138_168-1-N6,PS138_168-1_3000,PS138_168-1,89.751807,-2.193889,6,Sep 11 2023,-0.8949,-0.8949,3054.386,2999.852,-0.7221,-0.7221,34.9297,34.9313,284.29,285.92,-0.0549,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.016081,1.025016081,,,,,,,,,,,,,,,,
487,PS138_168-1-N7,PS138_168-1_3000,PS138_168-1,89.751807,-2.193889,7,Sep 11 2023,-0.8949,-0.8949,3054.427,2999.892,-0.7221,-0.7221,34.9296,34.9312,284.58,286.18,-0.0549,3000,3000,-0.6,305.6,2,-0.6,305.6,2,14.882,2,0.05,2,1.013,2,15.082,2,0.051,2,-0.006,2,0,2,0.984,2,-0.006,2,0,2,10.431,2,0.005,2,1.117,2,11.647,2,0.006,2,0.971,2,0.003,2,1.041,2,1.011,2,0.003,2,-0.007,2,0.001,2,0.972,2,-0.007,2,0.001,2,15.562,2,0.071,2,1.112,2,17.3,2,0.079,2,0.952,2,0.001,2,0.974,2,0.927,2,0.001,2,1025.016004,1.025016004,1028.684427,14.714,0.05,-0.006,0,11.363,0.006,0.986,0.003,-0.007,0.001,16.878,0.077,0.904,0.001,297.078
488,PS138_168-1-N8,PS138_168-1_2000,PS138_168-1,89.751807,-2.193889,8,Sep 11 2023,-0.6978,-0.6976,2031.665,2000.136,-0.5985,-0.5983,34.921,34.9221,285.54,286.91,-0.0543,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.009404,1.025009404,,,,,,,,,,,,,,,,
489,PS138_168-1-N9,PS138_168-1_2000,PS138_168-1,89.751807,-2.193889,9,Sep 11 2023,-0.6969,-0.6974,2031.763,2000.232,-0.5976,-0.5981,34.921,34.9222,286.06,286.82,-0.0554,2000,2000,-0.5,304.5,2,,,,14.666,2,0.003,2,1.013,2,14.863,2,0.003,2,-0.006,2,0,2,0.984,2,-0.006,2,0,2,10.035,2,0.003,2,1.117,2,11.204,2,0.003,2,0.965,2,0.001,2,1.041,2,1.005,2,0.001,2,0.001,2,0.003,2,0.972,2,0,2,0.002,2,15.547,2,0.006,2,1.112,2,17.284,2,0.006,2,0.944,2,0.001,2,0.974,2,0.919,2,0.001,2,1025.009404,1.025009404,1028.670541,14.5,0.003,-0.006,0,10.931,0.003,0.98,0.001,0,0.002,16.862,0.006,0.897,0.001,296.013
490,PS138_168-1-N10,PS138_168-1_1500,PS138_168-1,89.751807,-2.193889,10,Sep 11 2023,-0.4766,-0.4771,1521.77,1499.953,-0.4066,-0.4072,34.9149,34.9161,289.51,290.74,-0.0543,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.004722,1.025004722,,,,,,,,,,,,,,,,
491,PS138_168-1-N11,PS138_168-1_1500,PS138_168-1,89.751807,-2.193889,11,Sep 11 2023,-0.4765,-0.477,1521.821,1500.003,-0.4065,-0.4071,34.915,34.9163,290.44,290.91,-0.0549,1500,1500,-0.2,306.3,2,,,,14.062,2,0.014,2,1.013,2,14.251,2,0.014,2,-0.007,2,0.001,2,0.984,2,-0.006,2,0,2,8.808,2,0.009,2,1.117,2,9.834,2,0.009,2,0.927,2,0.001,2,1.041,2,0.965,2,0.001,2,-0.003,2,0.004,2,0.972,2,-0.002,2,0.003,2,15.002,2,0.011,2,1.112,2,16.677,2,0.012,2,0.913,2,0.001,2,0.974,2,0.889,2,0.001,2,1025.004798,1.025004798,1028.644481,13.903,0.014,-0.006,0,9.594,0.009,0.941,0.001,-0.002,0.003,16.27,0.012,0.867,0.001,297.771
492,PS138_168-1-N12,PS138_168-1_998,PS138_168-1,89.751807,-2.193889,12,Sep 11 2023,-0.0657,-0.0636,1010.807,997.524,-0.0207,-0.0186,34.8863,34.888,295.52,296.93,-0.0543,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.98277,1.02498277,,,,,,,,,,,,,,,,
493,PS138_168-1-N13,PS138_168-1_998,PS138_168-1,89.751807,-2.193889,13,Sep 11 2023,-0.0649,-0.0643,1010.857,997.574,-0.0199,-0.0193,34.8864,34.8879,295.9,296.84,-0.0543,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.982847,1.024982847,,,,,,,,,,,,,,,,
494,PS138_168-1-N14,PS138_168-1_998,PS138_168-1,89.751807,-2.193889,14,Sep 11 2023,-0.0658,-0.0658,1010.899,997.616,-0.0208,-0.0208,34.8863,34.8877,296.28,296.79,-0.0543,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.98277,1.02498277,,,,,,,,,,,,,,,,
495,PS138_168-1-N15,PS138_168-1_998,PS138_168-1,89.751807,-2.193889,15,Sep 11 2023,-0.0654,-0.0656,1010.938,997.653,-0.0204,-0.0206,34.8864,34.8878,296.4,297.05,-0.0549,998,997,0,310.7,2,,,,12.409,2,0.004,2,1.013,2,12.576,2,0.004,2,-0.007,2,0.001,2,0.984,2,-0.006,2,0,2,6.101,2,0.002,2,1.117,2,6.812,2,0.003,2,0.833,2,0.001,2,1.041,2,0.868,2,0.001,2,-0.007,2,0.001,2,0.972,2,-0.006,2,0,2,13.808,2,0.016,2,1.112,2,15.35,2,0.018,2,0.829,2,0.002,2,0.974,2,0.807,2,0.001,2,1024.982847,1.024982847,1028.606187,12.269,0.004,-0.006,0,6.646,0.003,0.847,0.001,-0.006,0,14.976,0.018,0.787,0.001,302.059
496,PS138_168-1-N16,PS138_168-1_750,PS138_168-1,89.751807,-2.193889,16,Sep 11 2023,0.2451,0.2441,759.359,749.831,0.279,0.2781,34.8741,34.8755,295.61,295.91,-0.0543,750,750,0.3,309.6,2,,,,12.37,2,0.005,2,1.013,2,12.537,2,0.005,2,-0.005,2,0,2,0.984,2,-0.005,2,0,2,5.832,2,0.012,2,1.117,2,6.512,2,0.014,2,0.821,2,0.004,2,1.041,2,0.855,2,0.004,2,0.006,2,0.002,2,0.972,2,0.006,2,0.002,2,13.786,2,0.018,2,1.112,2,15.325,2,0.02,2,0.81,2,0.001,2,0.974,2,0.789,2,0,2,1024.973406,1.024973406,1028.573061,12.232,0.005,-0.005,0,6.353,0.014,0.834,0.004,0.006,0.002,14.952,0.02,0.77,0,301
497,PS138_168-1-N17,PS138_168-1_500,PS138_168-1,89.751807,-2.193889,17,Sep 11 2023,0.8486,0.8453,506.004,499.959,0.8726,0.8693,34.8725,34.8735,296.11,296.19,-0.0549,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.972178,1.024972178,,,,,,,,,,,,,,,,
498,PS138_168-1-N18,PS138_168-1_500,PS138_168-1,89.751807,-2.193889,18,Sep 11 2023,0.8472,0.8449,506.027,499.981,0.8712,0.8689,34.8732,34.8736,295.62,296.6,-0.0543,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.972715,1.024972715,,,,,,,,,,,,,,,,
499,PS138_168-1-N19,PS138_168-1_500,PS138_168-1,89.751807,-2.193889,19,Sep 11 2023,0.8428,0.8405,506.045,500,0.8668,0.8645,34.8737,34.8749,295.54,296.32,-0.0549,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.973099,1.024973099,,,,,,,,,,,,,,,,
500,PS138_168-1-N20,PS138_168-1_500,PS138_168-1,89.751807,-2.193889,20,Sep 11 2023,0.8467,0.8427,506.078,500.032,0.8707,0.8667,34.8742,34.8739,295.41,296.7,-0.0549,500,500,0.8,307.9,2,0.8,307.9,2,12.065,2,0.017,2,1.013,2,12.227,2,0.018,2,-0.005,2,0.001,2,0.984,2,-0.005,2,0.001,2,5.119,2,0.003,2,1.117,2,5.716,2,0.004,2,0.79,2,0.001,2,1.041,2,0.822,2,0.001,2,-0.001,2,0.005,2,0.972,2,-0.001,2,0.005,2,13.607,2,0.056,2,1.112,2,15.126,2,0.062,2,0.788,2,0.003,2,0.974,2,0.767,2,0.003,2,1024.973483,1.024973483,1028.532295,11.929,0.018,-0.005,0.001,5.577,0.004,0.802,0.001,-0.001,0.005,14.757,0.06,0.748,0.003,299.359
501,PS138_168-1-N21,PS138_168-1_400,PS138_168-1,89.751807,-2.193889,21,Sep 11 2023,0.9663,0.9656,404.913,400.172,0.9855,0.9848,34.8561,34.8574,293.19,293.86,-0.0543,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.959591,1.024959591,,,,,,,,,,,,,,,,
502,PS138_168-1-N22,PS138_168-1_400,PS138_168-1,89.751807,-2.193889,22,Sep 11 2023,0.9639,0.9657,404.932,400.192,0.9831,0.9849,34.8562,34.8573,292.67,293.67,-0.0549,400,400,0.8,304.6,2,,,,12.175,2,0.005,2,1.013,2,12.339,2,0.006,2,-0.004,2,0,2,0.984,2,-0.004,2,0,2,5.337,2,0.001,2,1.117,2,5.959,2,0.001,2,0.795,2,0.005,2,1.041,2,0.828,2,0.005,2,-0.011,2,0.001,2,0.972,2,-0.011,2,0.001,2,13.584,2,0.003,2,1.112,2,15.1,2,0.004,2,0.787,2,0.001,2,0.974,2,0.766,2,0.001,2,1024.959667,1.024959667,1028.517512,12.039,0.006,-0.004,0,5.814,0.001,0.808,0.005,-0.011,0.001,14.732,0.004,0.747,0.001,296.154
503,PS138_168-1-N23,PS138_168-1_300,PS138_168-1,89.751807,-2.193889,23,Sep 11 2023,1.2328,1.236,303.645,300.164,1.2476,1.2508,34.8487,34.8496,292.71,292.87,-0.0503,300,300,1.1,303.9,2,,,,12.058,2,0.005,2,1.013,2,12.22,2,0.005,2,-0.005,2,0.001,2,0.984,2,-0.004,2,0,2,4.973,2,0.001,2,1.117,2,5.553,2,0.001,2,0.782,2,0,2,1.041,2,0.814,2,0,2,-0.011,2,0.002,2,0.972,2,-0.011,2,0.002,2,13.508,2,0.019,2,1.112,2,15.016,2,0.022,2,0.781,2,0.003,2,0.974,2,0.761,2,0.003,2,1024.953911,1.024953911,1028.485368,11.922,0.005,-0.004,0,5.418,0.001,0.794,0,-0.011,0.002,14.65,0.021,0.742,0.003,295.483
504,PS138_168-1-N24,PS138_168-1_250,PS138_168-1,89.751807,-2.193889,24,Sep 11 2023,1.2724,1.2623,252.77,249.903,1.2847,1.2746,34.8466,34.846,294.08,293.97,-0.0543,250,250,1.2,304.6,2,,,,11.996,2,0.011,2,1.013,2,12.158,2,0.012,2,-0.005,2,0.001,2,0.984,2,-0.004,2,0,2,4.739,2,0.008,2,1.117,2,5.291,2,0.009,2,0.778,2,0.001,2,1.041,2,0.81,2,0.001,2,-0.012,2,0.001,2,0.972,2,-0.012,2,0.001,2,13.39,2,0.038,2,1.112,2,14.886,2,0.043,2,0.772,2,0.002,2,0.974,2,0.751,2,0.001,2,1024.952299,1.024952299,1028.474736,11.862,0.012,-0.004,0,5.162,0.009,0.79,0.001,-0.012,0.001,14.524,0.042,0.733,0.001,296.167
505,PS138_172-1-N1,PS138_172-1_4270,PS138_172-1,89.647594,57.332208,1,Sep 11 2023,-0.9229,-0.9224,4360.877,4270.292,-0.6274,-0.6268,34.9408,34.9422,285.12,290.29,-0.0543,4270,4270,-0.8,305,2,,,,18.904,2,0,2,1.044,2,19.739,2,0,2,0.058,2,0,2,0.985,2,0.057,2,0,2,10.624,2,0,2,1.124,2,11.936,2,0,2,0.984,2,0,2,1.041,2,1.025,2,0,2,0.029,2,0,2,0.981,2,0.028,2,0,2,14.574,2,0,2,1.225,2,17.848,2,0,2,0.955,2,0,2,0.98,2,0.936,2,0,2,1025.024601,1.025024601,1028.706862,19.257,0,0.056,0,11.645,0,1,0,0.027,0,17.412,0,0.913,0,296.489
506,PS138_172-1-N2,PS138_172-1_4075,PS138_172-1,89.647594,57.332208,2,Sep 11 2023,-0.9238,-0.9233,4159.432,4074.882,-0.6491,-0.6486,34.9407,34.9424,286.05,289.33,-0.0549,4075,4075,-0.8,304.8,2,,,,14.515,2,0.019,2,1.044,2,15.157,2,0.02,2,0.083,2,0.007,2,0.985,2,0.082,2,0.007,2,10.614,2,0.003,2,1.124,2,11.925,2,0.003,2,0.982,2,0.001,2,1.041,2,1.023,2,0.001,2,0.021,2,0.001,2,0.981,2,0.021,2,0.001,2,14.518,2,0.031,2,1.225,2,17.78,2,0.038,2,0.956,2,0.004,2,0.98,2,0.938,2,0.003,2,1025.024524,1.025024524,1028.70678,14.787,0.02,0.08,0.007,11.634,0.003,0.998,0.001,0.02,0.001,17.346,0.037,0.915,0.003,296.294
507,PS138_172-1-N3,PS138_172-1_3000,PS138_172-1,89.647594,57.332208,3,Sep 11 2023,-0.8942,-0.894,3055.003,3000.454,-0.7214,-0.7211,34.9297,34.9313,288.09,289.65,-0.0543,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.016081,1.025016081,,,,,,,,,,,,,,,,
508,PS138_172-1-N4,PS138_172-1_3001,PS138_172-1,89.647594,57.332208,4,Sep 11 2023,-0.8942,-0.894,3055.053,3000.503,-0.7213,-0.7211,34.9296,34.9312,288.4,290.21,-0.0543,3001,3000,-0.7,305,2,,,,14.672,2,0.003,2,1.044,2,15.321,2,0.003,2,0.115,2,0.009,2,0.985,2,0.114,2,0.008,2,10.439,2,0.003,2,1.124,2,11.728,2,0.003,2,0.985,2,0.001,2,1.041,2,1.026,2,0.001,2,0.014,2,0,2,0.981,2,0.014,2,0,2,14.693,2,0.005,2,1.225,2,17.994,2,0.006,2,0.958,2,0.002,2,0.98,2,0.94,2,0.001,2,1025.016004,1.025016004,1028.691075,14.947,0.003,0.111,0.008,11.442,0.003,1.001,0.001,0.014,0,17.555,0.006,0.917,0.001,296.493
509,PS138_172-1-N5,PS138_172-1_1000,PS138_172-1,89.647594,57.332208,5,Sep 11 2023,-0.0901,-0.0896,1013.688,1000.361,-0.0451,-0.0446,34.8884,34.8895,297.4,297.92,-0.0549,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.984382,1.024984382,,,,,,,,,,,,,,,,
510,PS138_172-1-N6,PS138_172-1_1000,PS138_172-1,89.647594,57.332208,6,Sep 11 2023,-0.0903,-0.0911,1013.703,1000.376,-0.0454,-0.0462,34.8885,34.8894,297.51,297.94,-0.0543,1000,1000,-0.3,310.2,2,,,,12.404,2,0.011,2,1.044,2,12.952,2,0.011,2,0.135,2,0.01,2,0.985,2,0.133,2,0.01,2,6.247,2,0.001,2,1.124,2,7.019,2,0.001,2,0.851,2,0.001,2,1.041,2,0.886,2,0.001,2,0.019,2,0.002,2,0.981,2,0.019,2,0.002,2,13.031,2,0.006,2,1.225,2,15.959,2,0.007,2,0.841,2,0.001,2,0.98,2,0.824,2,0.001,2,1024.984459,1.024984459,1028.629763,12.636,0.011,0.13,0.01,6.848,0.001,0.864,0.001,0.019,0.002,15.57,0.007,0.804,0.001,301.566
511,PS138_172-1-N7,PS138_172-1_750,PS138_172-1,89.647594,57.332208,7,Sep 11 2023,0.157,0.156,759.702,750.169,0.1904,0.1894,34.8694,34.8704,298.45,298.52,-0.0549,750,750,-0.1,310.3,2,,,,11.866,2,0.016,2,1.044,2,12.39,2,0.017,2,0.165,2,0.007,2,0.985,2,0.162,2,0.007,2,5.483,2,0.001,2,1.124,2,6.16,2,0.001,2,0.817,2,0.001,2,1.041,2,0.851,2,0.001,2,0.01,2,0,2,0.981,2,0.01,2,0,2,12.694,2,0.002,2,1.225,2,15.547,2,0.003,2,0.813,2,0.003,2,0.98,2,0.797,2,0.003,2,1024.969799,1.024969799,1028.599573,12.088,0.017,0.158,0.007,6.01,0.001,0.83,0.001,0.01,0,15.168,0.003,0.778,0.003,301.672
512,PS138_172-1-N8,PS138_172-1_500,PS138_172-1,89.647594,57.332208,8,Sep 11 2023,0.7422,0.7447,506.182,500.135,0.7657,0.7682,34.8687,34.8694,297.62,297.62,-0.0543,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.969261,1.024969261,,,,,,,,,,,,,,,,
513,PS138_172-1-N9,PS138_172-1_500,PS138_172-1,89.647594,57.332208,9,Sep 11 2023,0.7418,0.7443,506.184,500.137,0.7653,0.7678,34.8681,34.8694,297.73,297.45,-0.0543,500,500,0.3,308.1,2,,,,11.776,2,0.016,2,1.044,2,12.296,2,0.017,2,0.199,2,0.008,2,0.985,2,0.196,2,0.008,2,5.11,2,0.002,2,1.124,2,5.741,2,0.003,2,0.8,2,0.001,2,1.041,2,0.834,2,0.001,2,0.007,2,0.002,2,0.981,2,0.007,2,0.002,2,12.612,2,0.013,2,1.225,2,15.446,2,0.016,2,0.797,2,0.001,2,0.98,2,0.781,2,0.001,2,1024.968801,1.024968801,1028.568121,11.996,0.017,0.191,0.008,5.601,0.003,0.814,0.001,0.007,0.002,15.07,0.016,0.762,0.001,299.543
514,PS138_172-1-N10,PS138_172-1_400,PS138_172-1,89.647594,57.332208,10,Sep 11 2023,0.9843,0.9815,404.612,399.875,1.0035,1.0008,34.8669,34.8674,294.53,294.71,-0.0543,400,400,0.4,305.4,2,,,,11.913,2,0,2,1.044,2,12.44,2,0,2,0.228,2,0.005,2,0.985,2,0.225,2,0.005,2,5.124,2,0.001,2,1.124,2,5.757,2,0.001,2,0.801,2,0.001,2,1.041,2,0.834,2,0.001,2,0.013,2,0.002,2,0.981,2,0.012,2,0.001,2,12.791,2,0.003,2,1.225,2,15.664,2,0.004,2,0.798,2,0.001,2,0.98,2,0.782,2,0.001,2,1024.96788,1.02496788,1028.55922,12.137,0,0.22,0.005,5.617,0.001,0.814,0.001,0.012,0.001,15.282,0.004,0.763,0.001,296.92
515,PS138_172-1-N11,PS138_172-1_250,PS138_172-1,89.647594,57.332208,11,Sep 11 2023,1.2996,1.2988,252.845,249.977,1.3119,1.3112,34.8526,34.8538,293.42,294.01,-0.0549,250,250,0.6,304.1,4,,,,11.835,2,0.002,2,1.044,2,12.358,2,0.002,2,0.263,2,0.005,2,0.985,2,0.258,2,0.004,2,4.702,2,0.001,2,1.124,2,5.283,2,0.001,2,0.794,2,0.002,2,1.041,2,0.826,2,0.002,2,-0.003,2,0.002,2,0.981,2,-0.002,2,0.001,2,12.731,2,0.019,2,1.225,2,15.591,2,0.023,2,0.794,2,0.005,2,0.98,2,0.778,2,0.004,2,1024.956904,1.024956904,1028.531256,12.057,0.002,0.252,0.004,5.154,0.001,0.806,0.002,-0.002,0.001,15.211,0.022,0.759,0.004,295.664
516,PS138_172-1-N12,PS138_172-1_200,PS138_172-1,89.647594,57.332208,12,Sep 11 2023,0.8655,0.8767,202.204,199.934,0.8745,0.8857,34.7538,34.7575,294.49,294.64,-0.044,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.881072,1.024881072,,,,,,,,,,,,,,,,
517,PS138_172-1-N13,PS138_172-1_200,PS138_172-1,89.647594,57.332208,13,Sep 11 2023,0.862,0.876,202.203,199.934,0.871,0.885,34.7524,34.7578,294.37,294.57,-0.0486,200,200,0.4,304.3,2,,,,11.252,2,0.013,2,1.044,2,11.749,2,0.014,2,0.302,2,0.019,2,0.985,2,0.297,2,0.019,2,4.754,2,0.002,2,1.124,2,5.341,2,0.002,2,0.767,2,0,2,1.041,2,0.799,2,0,2,-0.007,2,0.001,2,0.981,2,-0.007,2,0.001,2,12.351,2,0.002,2,1.225,2,15.126,2,0.002,2,0.768,2,0.005,2,0.98,2,0.752,2,0.004,2,1024.879997,1.024879997,1028.465001,11.464,0.014,0.29,0.019,5.211,0.002,0.78,0,-0.007,0.001,14.759,0.002,0.734,0.004,295.878
518,PS138_172-1-N14,PS138_172-1_150,PS138_172-1,89.647594,57.332208,14,Sep 11 2023,-0.2493,-0.2306,151.59,149.907,-0.2442,-0.2254,34.5084,34.5152,305.86,305.5,-0.0411,150,150,-0.2,310.7,2,-0.2,310.7,2,9.54,2,0.03,2,1.044,2,9.961,2,0.032,2,0.322,2,0.02,2,0.985,2,0.317,2,0.02,2,4.638,2,0.005,2,1.124,2,5.211,2,0.005,2,0.692,2,0.002,2,1.041,2,0.721,2,0.003,2,-0.01,2,0.004,2,0.981,2,-0.01,2,0.004,2,10.981,2,0.027,2,1.225,2,13.448,2,0.034,2,0.699,2,0.001,2,0.98,2,0.686,2,0.001,2,1024.692719,1.024692719,1028.308909,9.721,0.031,0.309,0.02,5.085,0.005,0.704,0.003,-0.01,0.004,13.124,0.033,0.669,0.001,302.147
519,PS138_172-1-N15,PS138_172-1_100,PS138_172-1,89.647594,57.332208,15,Sep 11 2023,-1.3583,-1.3585,101.033,99.923,-1.3559,-1.3561,34.1039,34.1049,312.56,312.58,-0.0113,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.382251,1.024382251,,,,,,,,,,,,,,,,
520,PS138_172-1-N16,PS138_172-1_100,PS138_172-1,89.647594,57.332208,16,Sep 11 2023,-1.3638,-1.3605,101.033,99.923,-1.3615,-1.3581,34.1019,34.1039,312.18,312.33,-0.0044,100,100,-0.9,320,2,,,,7.623,2,0.026,2,1.044,2,7.959,2,0.028,2,0.381,2,0.014,2,0.985,2,0.375,2,0.014,2,5.115,2,0.018,2,1.124,2,5.747,2,0.02,2,0.628,2,0.001,2,1.041,2,0.654,2,0.001,2,-0.018,2,0.001,2,0.981,2,-0.018,2,0,2,9.524,2,0.01,2,1.225,2,11.664,2,0.012,2,0.641,2,0.001,2,0.98,2,0.629,2,0,2,1024.380716,1.024380716,1028.018443,7.77,0.027,0.366,0.014,5.61,0.02,0.638,0.001,-0.018,0,11.386,0.012,0.614,0,311.278
521,PS138_172-1-N17,PS138_172-1_75,PS138_172-1,89.647594,57.332208,17,Sep 11 2023,-1.5701,-1.5638,75.699,74.872,-1.5686,-1.5623,33.389,33.4155,319.49,319.53,0.0025,75,75,-1.3,326.3,2,,,,6.431,2,0.01,2,1.044,2,6.716,2,0.01,2,0.512,2,0.015,2,0.985,2,0.505,2,0.014,2,9.186,2,0.006,2,1.124,2,10.321,2,0.006,2,0.682,2,0.001,2,1.041,2,0.71,2,0.001,2,-0.009,2,0.003,2,0.981,2,-0.009,2,0.003,2,8.929,2,0.019,2,1.225,2,10.935,2,0.023,2,0.704,2,0.002,2,0.98,2,0.69,2,0.002,2,1023.83354,1.02383354,1027.449574,6.56,0.01,0.493,0.014,10.081,0.006,0.693,0.001,-0.009,0.003,10.68,0.022,0.674,0.002,317.582
522,PS138_172-1-N18,PS138_172-1_50,PS138_172-1,89.647594,57.332208,18,Sep 11 2023,-1.6801,-1.6814,50.378,49.831,-1.6792,-1.6805,32.4765,32.4545,373.88,375.25,0.057,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.133165,1.023133165,,,,,,,,,,,,,,,,
523,PS138_172-1-N19,PS138_172-1_50,PS138_172-1,89.647594,57.332208,19,Sep 11 2023,-1.6798,-1.6807,50.379,49.832,-1.6789,-1.6799,32.4708,32.4565,373.22,375.45,0.0581,50,50,-1.3,384.5,2,,,,2.163,2,0.006,2,1.044,2,2.259,2,0.007,2,0.589,2,0.018,2,0.985,2,0.581,2,0.017,2,4.887,2,0,2,1.124,2,5.491,2,0,2,0.418,2,0.001,2,1.041,2,0.436,2,0.001,2,-0.014,2,0,2,0.981,2,-0.014,2,0,2,5.652,2,0.012,2,1.225,2,6.921,2,0.014,2,0.464,2,0.002,2,0.98,2,0.455,2,0.002,2,1023.12879,1.02312879,1026.687523,2.208,0.007,0.568,0.017,5.367,0,0.426,0.001,-0.014,0,6.765,0.014,0.445,0.002,374.505
524,PS138_172-1-N20,PS138_172-1_15,PS138_172-1,89.647594,57.332208,20,Sep 11 2023,-1.644,-1.6439,15.087,14.924,-1.6438,-1.6437,30.6209,30.6233,387.83,388.4,0.7103,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.708927,1.021708927,,,,,,,,,,,,,,,,
525,PS138_172-1-N21,PS138_172-1_15,PS138_172-1,89.647594,57.332208,21,Sep 11 2023,-1.6437,-1.6446,15.087,14.925,-1.6435,-1.6444,30.621,30.6212,387.9,388.7,0.6048,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.709004,1.021709004,,,,,,,,,,,,,,,,
