running ID,Niskin_Id,grouping_col,Event,Latitude,Longitude,Bottle,Date,Potemp090C,Potemp190C,PrDM,DepSM,T090C,T190C,Sal00,Sal11,Sbeox0_umol/L,Sbeox1_umol/L,FlECO-AFL,Spalte1,Depth_(m),Fix_Temp_C,C(O2)_umol/L,Flag,Fix_Temp_C_dup,C(O2)_umol/L_dup,Flag_dup,NO3+NO2_mean,QF,NO3+NO2_std,QF.1,NO3+NO2_CF,QF.2,NO3+NO2_c_mean,QF.3,NO3+NO2_c_std,QF.4,NO2_mean,QF.5,NO2_std,QF.6,NO2_CF,QF.7,NO2_c_mean,QF.8,NO2_c_std,QF.9,Si(OH)4_mean,QF.10,Si(OH)4_std,QF.11,Si(OH)4_CF,QF.12,Si(OH)4_c_mean,QF.13,Si(OH)4_c_std,QF.14,PO4_mean,QF.15,PO4_std,QF.16,PO4_CF,QF.17,PO4_c_mean,QF.18,PO4_c_std,QF.19,NH4_mean,QF.20,NH4_std,QF.21,NH4_CF,QF.22,NH4_c_mean,QF.23,NH4_c_std,QF.24,TDN_mean,QF.25,TDN_std,QF.26,TDN_CF,QF.27,TDN_c_mean,QF.28,TDN_c_std,QF.29,TDP_mean,QF.30,TDP_std,QF.31,TDP_CF,QF.32,TDP_c_mean,QF.33,TDP_c_std,QF.34,Density_at_lab_temp,Density_Anomaly_at_lab_temp,Density_at_fix_temp,NO3+NO2_c_mean_umolkg,NO3+NO2_c_std_umolkg,NO2_c_mean_umolkg,NO2_c_std_umolkg,Si(OH)4_c_mean_umolkg,Si(OH)4_c_std_umolkg,PO4_c_mean_umolkg,PO4_c_std_umolkg,NH4_c_mean_umolkg,NH4_c_std_umolkg,TDN_c_mean_umolkg,TDN_c_std_umolkg,TDP_c_mean_umolkg,TDP_c_std_umolkg,C(O2)_umol/L_umolkg
526,PS138_172-1-N22,PS138_172-1_15,PS138_172-1,89.647594,57.332208,22,Sep 11 2023,-1.6418,-1.6433,15.087,14.924,-1.6416,-1.6431,30.6209,30.6214,387.79,388.18,0.681,15,15,-1.4,398.8,2,,,,0.161,2,0.006,2,1.044,2,0.168,2,0.006,2,0.638,2,0.056,2,0.985,2,0.628,2,0.055,2,3.617,2,0.002,2,1.124,2,4.064,2,0.002,2,0.472,2,0.002,2,1.041,2,0.492,2,0.002,2,0.012,2,0.001,2,0.981,2,0.012,2,0.001,2,4.066,2,0,2,1.225,2,4.979,2,0.001,2,0.536,2,0.004,2,0.98,2,0.525,2,0.003,2,1021.708927,1.021708927,1025.156079,0.164,0.006,0.615,0.054,3.978,0.002,0.482,0.002,0.012,0.001,4.873,0.001,0.514,0.003,389.014
527,PS138_172-1-N23,PS138_172-1_10,PS138_172-1,89.647594,57.332208,23,Sep 11 2023,-1.6415,-1.6413,9.795,9.69,-1.6413,-1.6411,30.678,30.6697,387.89,388.15,0.5561,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.752753,1.021752753,,,,,,,,,,,,,,,,
528,PS138_172-1-N24,PS138_172-1_10,PS138_172-1,89.647594,57.332208,24,Sep 11 2023,-1.6403,-1.6421,9.795,9.69,-1.6401,-1.642,30.676,30.6696,387.78,388.3,0.6329,10,10,-1.4,398.7,2,,,,0.201,2,0.011,2,1.044,2,0.209,2,0.012,2,0.665,2,0.122,2,0.985,2,0.655,2,0.12,2,3.64,2,0.01,2,1.124,2,4.09,2,0.011,2,0.475,2,0.002,2,1.041,2,0.495,2,0.002,2,0.03,2,0.005,2,0.981,2,0.03,2,0.005,2,4.045,2,0.009,2,1.225,2,4.954,2,0.011,2,0.538,2,0.006,2,0.98,2,0.527,2,0.006,2,1021.751218,1.021751218,1025.201832,0.205,0.012,0.641,0.117,4.003,0.011,0.484,0.002,0.029,0.005,4.849,0.011,0.516,0.006,388.899
529,PS138_173-1-N1,PS138_173-1_999,PS138_173-1,89.339373,59.19928,1,Sep 12 2023,-0.0322,-0.0329,1012.753,999.441,0.0132,0.0125,34.8969,34.898,297.73,299.78,-0.0549,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.990906,1.024990906,,,,,,,,,,,,,,,,
530,PS138_173-1-N2,PS138_173-1_999,PS138_173-1,89.339373,59.19928,2,Sep 12 2023,-0.0325,-0.0329,1012.804,999.491,0.0129,0.0125,34.8971,34.8979,297.75,299.58,-0.0549,999,1000,-0.1,311.2,2,,,,12.592,2,0,2,1.012,2,12.744,2,0,2,-0.025,2,0,2,0.962,2,-0.024,2,0,2,6.039,2,0,2,1.122,2,6.777,2,0,2,0.849,2,0,2,1.041,2,0.884,2,0,2,0.065,2,0,2,0.983,2,0.064,2,0,2,16.113,2,0,2,1.023,2,16.479,2,0,2,0.811,2,0,2,0.991,2,0.803,2,0,2,1024.991059,1.024991059,1028.622423,12.433,0,-0.023,0,6.612,0,0.862,0,0.062,0,16.077,0,0.783,0,302.541
531,PS138_173-1-N3,PS138_173-1_500,PS138_173-1,89.339373,59.19928,3,Sep 12 2023,0.9269,0.9251,506.371,500.321,0.9512,0.9495,34.8824,34.883,296.39,297.78,-0.0543,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.979777,1.024979777,,,,,,,,,,,,,,,,
532,PS138_173-1-N4,PS138_173-1_500,PS138_173-1,89.339373,59.19928,4,Sep 12 2023,0.9263,0.9241,506.392,500.342,0.9506,0.9484,34.8826,34.8838,296.19,297.16,-0.0543,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.97993,1.02497993,,,,,,,,,,,,,,,,
533,PS138_173-1-N5,PS138_173-1_500,PS138_173-1,89.339373,59.19928,5,Sep 12 2023,0.9255,0.9256,506.412,500.362,0.9499,0.9499,34.8823,34.8834,296.57,297.68,-0.0543,500,500,0.5,308,2,,,,12.276,2,0,2,1.012,2,12.424,2,0.001,2,-0.026,2,0.001,2,0.962,2,-0.025,2,0,2,5.103,2,0,2,1.122,2,5.727,2,0,2,0.806,2,0.001,2,1.041,2,0.84,2,0.001,2,0.089,2,0.001,2,0.983,2,0.088,2,0.001,2,15.9,2,0.012,2,1.023,2,16.261,2,0.012,2,0.788,2,0.005,2,0.991,2,0.781,2,0.004,2,1024.9797,1.0249797,1028.563845,12.121,0.001,-0.024,0,5.587,0,0.82,0.001,0.086,0.001,15.865,0.012,0.762,0.004,299.447
534,PS138_173-1-N6,PS138_173-1_400,PS138_173-1,89.339373,59.19928,6,Sep 12 2023,1.0869,1.0886,404.776,400.038,1.1065,1.1083,34.8681,34.8691,294.07,295.33,-0.0549,400,400,0.7,305.5,2,,,,12.329,2,0.006,2,1.012,2,12.478,2,0.006,2,-0.028,2,0,2,0.962,2,-0.027,2,0,2,5.074,2,0.003,2,1.122,2,5.694,2,0.003,2,0.804,2,0.001,2,1.041,2,0.838,2,0.001,2,0.038,2,0.002,2,0.983,2,0.038,2,0.001,2,15.782,2,0.003,2,1.023,2,16.14,2,0.004,2,0.784,2,0.001,2,0.991,2,0.776,2,0,2,1024.968801,1.024968801,1028.535705,12.174,0.006,-0.026,0,5.555,0.003,0.818,0.001,0.037,0.001,15.747,0.004,0.757,0,297.024
535,PS138_173-1-N7,PS138_173-1_200,PS138_173-1,89.339373,59.19928,7,Sep 12 2023,1.1499,1.1478,202.397,200.125,1.1594,1.1573,34.8145,34.8149,294.09,295.49,-0.0549,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.927661,1.024927661,,,,,,,,,,,,,,,,
536,PS138_173-1-N8,PS138_173-1_200,PS138_173-1,89.339373,59.19928,8,Sep 12 2023,1.1488,1.1486,202.409,200.137,1.1583,1.1581,34.8141,34.8148,294.75,295.54,-0.0554,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.927354,1.024927354,,,,,,,,,,,,,,,,
537,PS138_173-1-N9,PS138_173-1_200,PS138_173-1,89.339373,59.19928,9,Sep 12 2023,1.1487,1.1485,202.407,200.135,1.1582,1.158,34.814,34.8148,294.57,295.53,-0.0543,200,200,0.8,304.8,2,,,,11.899,2,0.022,2,1.012,2,12.043,2,0.023,2,-0.029,2,0,2,0.962,2,-0.028,2,0,2,4.479,2,0.014,2,1.122,2,5.026,2,0.015,2,0.78,2,0.001,2,1.041,2,0.812,2,0.001,2,0.027,2,0.003,2,0.983,2,0.027,2,0.003,2,15.462,2,0.042,2,1.023,2,15.814,2,0.042,2,0.76,2,0.004,2,0.991,2,0.752,2,0.003,2,1024.927277,1.024927277,1028.482855,11.75,0.022,-0.027,0,4.904,0.015,0.792,0.001,0.026,0.003,15.429,0.041,0.734,0.003,296.359
538,PS138_173-1-N10,PS138_173-1_150,PS138_173-1,89.339373,59.19928,10,Sep 12 2023,-0.3059,-0.3494,151.956,150.269,-0.3008,-0.3443,34.5079,34.5003,308.36,310.55,-0.0268,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.692335,1.024692335,,,,,,,,,,,,,,,,
539,PS138_173-1-N11,PS138_173-1_150,PS138_173-1,89.339373,59.19928,11,Sep 12 2023,-0.3288,-0.3369,151.965,150.278,-0.3237,-0.3318,34.5012,34.5035,309.09,310.43,-0.0262,150,150,-0.3,318.1,2,-0.3,318.1,2,9.251,2,0.005,2,1.012,2,9.362,2,0.005,2,-0.032,2,0.001,2,0.962,2,-0.03,2,0,2,3.809,2,0.003,2,1.122,2,4.274,2,0.003,2,0.656,2,0,2,1.041,2,0.683,2,0,2,0.051,2,0.019,2,0.983,2,0.051,2,0.019,2,13.21,2,0.138,2,1.023,2,13.51,2,0.141,2,0.651,2,0.001,2,0.991,2,0.645,2,0.001,2,1024.687192,1.024687192,1028.309959,9.136,0.005,-0.029,0,4.171,0.003,0.667,0,0.05,0.019,13.185,0.138,0.629,0.001,309.343
540,PS138_173-1-N12,PS138_173-1_100,PS138_173-1,89.339373,59.19928,12,Sep 12 2023,-1.43,-1.4068,100.939,99.831,-1.4277,-1.4045,34.0529,34.0814,318.45,319.96,-0.0268,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.343107,1.024343107,,,,,,,,,,,,,,,,
541,PS138_173-1-N13,PS138_173-1_100,PS138_173-1,89.339373,59.19928,13,Sep 12 2023,-1.4381,-1.4311,100.95,99.841,-1.4359,-1.4288,34.0432,34.0531,319.09,320.18,-0.0199,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.335661,1.024335661,,,,,,,,,,,,,,,,
542,PS138_173-1-N14,PS138_173-1_100,PS138_173-1,89.339373,59.19928,14,Sep 12 2023,-1.4382,-1.4286,100.941,99.833,-1.436,-1.4263,34.0436,34.0522,319.18,320.25,-0.0228,100,100,-1.2,327.7,2,,,,4.51,2,2.075,2,1.044,2,4.709,2,2.167,2,0,2,0,2,0.985,2,0,2,0,2,4.989,2,0.003,2,1.124,2,5.605,2,0.004,2,0.577,2,0.001,2,1.041,2,0.601,2,0.001,2,0.047,2,0.001,2,0.981,2,0.046,2,0.001,2,11.336,2,0,2,1.023,2,11.594,2,0,2,0.591,2,0,2,0.991,2,0.585,2,0,2,1024.335968,1.024335968,1027.987382,4.597,2.116,0,0,5.472,0.004,0.587,0.001,0.045,0.001,11.319,0,0.571,0,318.778
543,PS138_173-1-N15,PS138_173-1_50,PS138_173-1,89.339373,59.19928,15,Sep 12 2023,-1.6802,-1.6804,50.737,50.185,-1.6794,-1.6795,32.5881,32.5843,359.73,359.53,0.0862,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.218822,1.023218822,,,,,,,,,,,,,,,,
544,PS138_173-1-N16,PS138_173-1_50,PS138_173-1,89.339373,59.19928,16,Sep 12 2023,-1.6825,-1.6836,50.735,50.184,-1.6817,-1.6828,32.5674,32.5548,358.24,359.85,0.1136,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.202934,1.023202934,,,,,,,,,,,,,,,,
545,PS138_173-1-N17,PS138_173-1_50,PS138_173-1,89.339373,59.19928,17,Sep 12 2023,-1.6813,-1.6837,50.743,50.191,-1.6804,-1.6828,32.5562,32.5407,361.3,362.12,0.0982,50,50,-1.3,351.3,2,,,,3.673,2,2.354,2,1.044,2,3.835,2,2.459,2,0,2,0,2,0.985,2,0,2,0,2,8.364,2,0.004,2,1.124,2,9.397,2,0.004,2,0.597,2,0.001,2,1.041,2,0.622,2,0.001,2,0.032,2,0.001,2,0.981,2,0.031,2,0.001,2,9.839,2,0,2,1.023,2,10.063,2,0,2,0.612,2,0,2,0.991,2,0.606,2,0,2,1023.194337,1.023194337,1026.758399,3.748,2.403,0,0,9.184,0.004,0.608,0.001,0.03,0.001,9.835,0,0.592,0,342.145
546,PS138_173-1-N18,PS138_173-1_24,PS138_173-1,89.339373,59.19928,18,Sep 12 2023,-1.6685,-1.6682,23.802,23.545,-1.6681,-1.6679,31.4774,31.4821,388.15,389.08,0.3028,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.366321,1.022366321,,,,,,,,,,,,,,,,
547,PS138_173-1-N19,PS138_173-1_24,PS138_173-1,89.339373,59.19928,19,Sep 12 2023,-1.6691,-1.6687,23.795,23.538,-1.6688,-1.6684,31.479,31.4795,387.81,389.26,0.3143,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.367549,1.022367549,,,,,,,,,,,,,,,,
548,PS138_173-1-N20,PS138_173-1_24,PS138_173-1,89.339373,59.19928,20,Sep 12 2023,-1.6688,-1.6698,23.787,23.531,-1.6685,-1.6694,31.4763,31.4716,387.85,389.04,0.4185,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.365476,1.022365476,,,,,,,,,,,,,,,,
549,PS138_173-1-N21,PS138_173-1_24,PS138_173-1,89.339373,59.19928,21,Sep 12 2023,-1.6699,-1.6691,23.805,23.548,-1.6695,-1.6687,31.4687,31.4743,388.1,389.28,0.3687,24,23,-1.4,399.1,2,,,,0.155,2,0.005,2,1.044,2,0.162,2,0.005,2,0,2,0,2,0.985,2,0,2,0,2,3.758,2,0.004,2,1.124,2,4.222,2,0.004,2,0.342,2,0.001,2,1.041,2,0.356,2,0.001,2,0.172,2,0.002,2,0.981,2,0.169,2,0.002,2,5.656,2,0,2,1.023,2,5.784,2,0,2,0.366,2,0,2,0.991,2,0.363,2,0,2,1022.359643,1.022359643,1025.860067,0.158,0.005,0,0,4.13,0.004,0.348,0.001,0.165,0.002,5.658,0,0.355,0,389.039
550,PS138_173-1-N22,PS138_173-1_10,PS138_173-1,89.339373,59.19928,22,Sep 12 2023,-1.6889,-1.6895,10.22,10.11,-1.6888,-1.6894,31.2788,31.2768,387.2,388.64,0.7063,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.213888,1.022213888,,,,,,,,,,,,,,,,
551,PS138_173-1-N23,PS138_173-1_10,PS138_173-1,89.339373,59.19928,23,Sep 12 2023,-1.687,-1.6887,10.3,10.189,-1.6869,-1.6886,31.2962,31.2926,386.95,388.53,0.8071,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.227243,1.022227243,,,,,,,,,,,,,,,,
552,PS138_173-1-N24,PS138_173-1_10,PS138_173-1,89.339373,59.19928,24,Sep 12 2023,-1.6878,-1.6884,10.253,10.143,-1.6877,-1.6883,31.2848,31.2848,387.1,388.31,0.6896,10,10,-1.3,397.8,2,,,,0.38,2,0.116,2,1.044,2,0.397,2,0.121,2,-0.022,2,0.022,2,0.985,2,-0.022,2,0.022,2,3.645,2,0.005,2,1.124,2,4.095,2,0.006,2,0.361,2,0.005,2,1.041,2,0.376,2,0.005,2,0.131,2,0.01,2,0.981,2,0.128,2,0.01,2,5.591,2,0,2,1.023,2,5.718,2,0,2,0.354,2,0,2,0.991,2,0.351,2,0,2,1022.218493,1.022218493,1025.703213,0.388,0.118,-0.022,0.022,4.006,0.006,0.368,0.005,0.125,0.01,5.594,0,0.343,0,387.831
553,PS138_174-1-N1,PS138_174-1_4343,PS138_174-1,88.995298,59.611314,1,Sep 12 2023,-0.923,-0.9222,4435.524,4342.664,-0.6196,-0.6188,34.9407,34.9422,285.96,289.35,-0.0549,4343,4342,-0.7,304.7,2,,,,14.787,2,0,2,1.012,2,14.965,2,0,2,-0.011,2,0,2,0.962,2,-0.011,2,0,2,10.608,2,0,2,1.122,2,11.904,2,0,2,0.97,2,0,2,1.041,2,1.01,2,0,2,-0.003,2,0,2,0.983,2,-0.003,2,0,2,16.478,2,0,2,1.023,2,16.852,2,0,2,0.937,2,0,2,0.991,2,0.928,2,0,2,1025.024524,1.025024524,1028.700259,14.6,0,-0.011,0,11.613,0,0.985,0,-0.003,0,16.441,0,0.905,0,296.199
554,PS138_174-1-N2,PS138_174-1_4147,PS138_174-1,88.995298,59.611314,2,Sep 12 2023,-0.9237,-0.9233,4233.454,4146.712,-0.6414,-0.6411,34.9409,34.9424,285.78,289.64,-0.0554,4147,4147,-0.7,305.2,2,,,,14.705,2,0.002,2,1.012,2,14.882,2,0.002,2,-0.011,2,0,2,0.962,2,-0.011,2,0,2,10.596,2,0.006,2,1.122,2,11.891,2,0.006,2,0.974,2,0,2,1.041,2,1.014,2,0,2,0.045,2,0.056,2,0.983,2,0.045,2,0.056,2,16.544,2,0.041,2,1.023,2,16.92,2,0.042,2,0.941,2,0.004,2,0.991,2,0.932,2,0.004,2,1025.024677,1.025024677,1028.700424,14.519,0.002,-0.011,0,11.601,0.006,0.989,0,0.044,0.055,16.507,0.041,0.909,0.004,296.685
555,PS138_174-1-N3,PS138_174-1_3000,PS138_174-1,88.995298,59.611314,3,Sep 12 2023,-0.9,-0.9001,3054.077,2999.555,-0.7273,-0.7274,34.9296,34.9313,288.44,290.17,-0.0554,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.016004,1.025016004,,,,,,,,,,,,,,,,
556,PS138_174-1-N4,PS138_174-1_3000,PS138_174-1,88.995298,59.611314,4,Sep 12 2023,-0.9,-0.9,3054.05,2999.529,-0.7273,-0.7274,34.9297,34.9313,288.47,290.11,-0.0549,3000,3000,-0.7,306.4,2,,,,14.817,2,0.032,2,1.012,2,14.996,2,0.033,2,-0.011,2,0,2,0.962,2,-0.011,2,0,2,10.381,2,0.003,2,1.122,2,11.649,2,0.004,2,0.977,2,0.001,2,1.041,2,1.017,2,0.001,2,-0.005,2,0.004,2,0.983,2,-0.005,2,0.004,2,16.611,2,0.01,2,1.023,2,16.988,2,0.01,2,0.935,2,0.001,2,0.991,2,0.926,2,0.001,2,1025.016081,1.025016081,1028.691158,14.63,0.032,-0.011,0,11.365,0.004,0.992,0.001,-0.005,0.004,16.573,0.01,0.903,0.001,297.854
557,PS138_174-1-N5,PS138_174-1_1000,PS138_174-1,88.995298,59.611314,5,Sep 12 2023,-0.0568,-0.057,1013.29,999.971,-0.0116,-0.0118,34.8961,34.8971,298.46,299.53,-0.0543,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.990292,1.024990292,,,,,,,,,,,,,,,,
558,PS138_174-1-N6,PS138_174-1_1000,PS138_174-1,88.995298,59.611314,6,Sep 12 2023,-0.0572,-0.0556,1013.303,999.983,-0.012,-0.0103,34.8965,34.8977,298.27,299.24,-0.0577,1000,1000,-0.2,311.3,2,,,,12.457,2,0.002,2,1.012,2,12.608,2,0.002,2,-0.011,2,0,2,0.962,2,-0.011,2,0,2,6.062,2,0.003,2,1.122,2,6.803,2,0.003,2,0.839,2,0.001,2,1.041,2,0.874,2,0.001,2,-0.007,2,0.001,2,0.983,2,-0.007,2,0.001,2,14.816,2,0.006,2,1.023,2,15.153,2,0.006,2,0.815,2,0.001,2,0.991,2,0.807,2,0,2,1024.990599,1.024990599,1028.629213,12.301,0.002,-0.011,0,6.637,0.003,0.853,0.001,-0.007,0.001,14.784,0.006,0.787,0,302.636
559,PS138_174-1-N7,PS138_174-1_750,PS138_174-1,88.995298,59.611314,7,Sep 12 2023,0.2883,0.2866,759.128,749.605,0.3226,0.3209,34.888,34.8892,297.47,299.13,-0.0543,750,750,0.1,310.5,2,,,,12.253,2,0.005,2,1.012,2,12.401,2,0.005,2,-0.011,2,0,2,0.962,2,-0.011,2,0,2,5.465,2,0.001,2,1.122,2,6.133,2,0.001,2,0.819,2,0,2,1.041,2,0.853,2,0,2,0.011,2,0.003,2,0.983,2,0.011,2,0.002,2,14.91,2,0.001,2,1.023,2,15.249,2,0.001,2,0.804,2,0.001,2,0.991,2,0.796,2,0,2,1024.984075,1.024984075,1028.599967,12.099,0.005,-0.011,0,5.984,0.001,0.832,0,0.011,0.002,14.877,0.001,0.777,0,301.867
560,PS138_174-1-N8,PS138_174-1_500,PS138_174-1,88.995298,59.611314,8,Sep 12 2023,0.9486,0.9507,505.855,499.813,0.973,0.9751,34.8858,34.8872,296.19,297.5,-0.0549,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.982386,1.024982386,,,,,,,,,,,,,,,,
561,PS138_174-1-N9,PS138_174-1_500,PS138_174-1,88.995298,59.611314,9,Sep 12 2023,0.9527,0.9524,505.866,499.823,0.9771,0.9768,34.8852,34.8867,296.26,297.15,-0.0554,500,500,0.4,308.1,2,,,,12.273,2,0.013,2,1.012,2,12.42,2,0.013,2,-0.011,2,0,2,0.962,2,-0.011,2,0,2,5.097,2,0.001,2,1.122,2,5.719,2,0.001,2,0.804,2,0.001,2,1.041,2,0.837,2,0.001,2,0.019,2,0.003,2,0.983,2,0.018,2,0.002,2,14.711,2,0.025,2,1.023,2,15.045,2,0.026,2,0.784,2,0.004,2,0.991,2,0.777,2,0.004,2,1024.981926,1.024981926,1028.574278,12.117,0.013,-0.011,0,5.58,0.001,0.817,0.001,0.018,0.002,14.678,0.025,0.758,0.004,299.541
562,PS138_174-1-N10,PS138_174-1_40,PS138_174-1,88.995298,59.611314,10,Sep 12 2023,1.1596,1.1575,404.383,399.65,1.1795,1.1773,34.8758,34.8766,293.18,294.56,-0.0549,40,,,,,,,,12.201,2,0.016,2,1.012,2,12.349,2,0.017,2,-0.011,2,0,2,0.962,2,-0.011,2,0,2,5.033,2,0.002,2,1.122,2,5.648,2,0.002,2,0.802,2,0.001,2,1.041,2,0.835,2,0.001,2,-0.007,2,0.002,2,0.983,2,-0.007,2,0.002,2,14.698,2,0.024,2,1.023,2,15.032,2,0.025,2,0.778,2,0.002,2,0.991,2,0.771,2,0.001,2,1024.974711,1.024974711,,12.048,0.017,-0.011,0,5.51,0.002,0.815,0.001,-0.007,0.002,14.666,0.024,0.752,0.001,
563,PS138_174-1-N11,PS138_174-1_319,PS138_174-1,88.995298,59.611314,11,Sep 12 2023,1.3923,1.3955,323.124,319.405,1.4085,1.4118,34.8854,34.8872,292.98,292.84,-0.0566,319,320,0.8,304.1,2,,,,12.322,2,0.002,2,1.012,2,12.471,2,0.002,2,-0.011,2,0,2,0.962,2,-0.011,2,0,2,4.874,2,0.002,2,1.122,2,5.47,2,0.003,2,0.808,2,0.001,2,1.041,2,0.841,2,0.001,2,0.088,2,0.004,2,0.983,2,0.087,2,0.004,2,16.45,2,0.011,2,1.023,2,16.823,2,0.011,2,0.786,2,0.001,2,0.991,2,0.778,2,0,2,1024.982079,1.024982079,1028.541493,12.167,0.002,-0.011,0,5.337,0.003,0.821,0.001,0.085,0.004,16.413,0.011,0.759,0,295.661
564,PS138_174-1-N12,PS138_174-1_200,PS138_174-1,88.995298,59.611314,12,Sep 12 2023,1.1582,1.1506,202.35,200.079,1.1677,1.1601,34.8095,34.8094,293.57,294.3,-0.0554,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.923823,1.024923823,,,,,,,,,,,,,,,,
565,PS138_174-1-N13,PS138_174-1_200,PS138_174-1,88.995298,59.611314,13,Sep 12 2023,1.1473,1.1459,202.349,200.078,1.1568,1.1554,34.8067,34.8087,293.61,294.59,-0.0446,200,200,0.6,303.7,2,,,,11.778,2,0.003,2,1.012,2,11.92,2,0.003,2,-0.011,2,0,2,0.962,2,-0.011,2,0,2,4.45,2,0.003,2,1.122,2,4.994,2,0.003,2,0.777,2,0.002,2,1.041,2,0.809,2,0.002,2,0.01,2,0.002,2,0.983,2,0.01,2,0.002,2,14.454,2,0.004,2,1.023,2,14.782,2,0.004,2,0.756,2,0.003,2,0.991,2,0.749,2,0.002,2,1024.921674,1.024921674,1028.493523,11.63,0.003,-0.011,0,4.873,0.003,0.789,0.002,0.01,0.002,14.423,0.004,0.731,0.002,295.286
566,PS138_174-1-N14,PS138_174-1_150,PS138_174-1,88.995298,59.611314,14,Sep 12 2023,-0.2602,-0.2462,151.204,149.526,-0.255,-0.2411,34.5123,34.5179,306.29,307.98,-0.0273,150,150,-0.1,312.8,2,,,,9.675,2,0.034,2,1.012,2,9.791,2,0.034,2,-0.011,2,0,2,0.962,2,-0.011,2,0,2,4.149,2,0,2,1.122,2,4.656,2,0,2,0.685,2,0.001,2,1.041,2,0.713,2,0.001,2,-0.005,2,0.001,2,0.983,2,-0.005,2,0.001,2,12.697,2,0.006,2,1.023,2,12.985,2,0.007,2,0.673,2,0.001,2,0.991,2,0.667,2,0.001,2,1024.695712,1.024695712,1028.305,9.555,0.033,-0.011,0,4.544,0,0.696,0.001,-0.005,0.001,12.672,0.007,0.651,0.001,304.19
567,PS138_174-1-N15,PS138_174-1_100,PS138_174-1,88.995298,59.611314,15,Sep 12 2023,-1.4183,-1.431,100.725,99.619,-1.416,-1.4287,34.1261,34.1183,322.83,324.99,-0.0285,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.39929,1.02439929,,,,,,,,,,,,,,,,
